Inversion priority level,section,continent,country,group,supergroup/association,basin,site,formation,member,latitude,longitude,d13c,d18o,d13c_org,d33S_CAS,d34S_CAS,d36S_CAS,Δ33S_CAS,Δ36S_CAS2,d33S_CRS,d34S_CRS,d36S_CRS,Δ33S_CRS,Δ36S_CRS,d98Mo,87Sr/86Sr,# samples (d13C),Downsample?,# samples after downsampling,Downsampling description,Stratigraphic order?,Stratigraphic position notes,Calculate sedimentation rate?,Sedimentation rate breaks,Sedimentation rate notes,Superposition dictionary entry (these sections must be older),Included in composite section?,References (isotope data),Notes
1,Liaohe Group,Asia,China,Liaohe Group,North China Craton,Jiao-Liao-Ji Belt,"Daxingtun-Miaoergou, Huanggu'an","Lieryu Formation, Gaojiayu Formation, Dashiqiao Formation",,41.027167,123.351067,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,68,TRUE,,,TRUE,,TRUE,,,,FALSE,Wang et al. (2024),Sample heights not provided in supplementary data table; carbon isotope data extracted from stratigraphic column in Figure 6 of Wang et al. (2024). Composite section constructed by stacking data collected from different outcrops along a cross-section through the succession. Using GPS coordinates for the base of the Daxingtun-Miaoergou section.
3,Northeastern Fanhe Basin,Asia,China,Fanhe Group,North China Craton,Fanhe Basin,,"Daposhan Formation, 
Kangzhaungzi Formation, 
Guanmenshan Formation, 
Tongjiajie Formation",,42.165,124.441667,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,23,TRUE,,,TRUE,Extracted from figures; exact heights uncertain. ,TRUE,,Sample heights are approximate,,FALSE,Zhang et al. (2024),"Samples were collected from different study areas; therefore, their stratigraphic heights likely are very approximate (also note that heights were extracted from figures). GPS coordinates are for the base of the section (Site 21LD288), where the lowermost Daposhan Formation samples were collected.Major element compositions were measured for a subset of samples (not recorded in database). 

Southern Fanhe Basin section has a higher sampling density, and stratigraphic carbon isotope trends in both sections are virtually identical; assigning this section to a lower priority level. "
1,Southern Fanhe Basin,Asia,China,Fanhe Group,North China Craton,Fanhe Basin,,"Daposhan Formation, 
Kangzhaungzi Formation, 
Guanmenshan Formation, 
Tongjiajie Formation",,42.033333,123.96,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,22,TRUE,11,,TRUE,Extracted from figures; exact heights uncertain. ,TRUE,,Sample heights are approximate,,FALSE,Zhang et al. (2024),"Samples were collected from different study areas; therefore, their stratigraphic heights are likely very approximate (also note that heights were extracted from figures). Excluding samples from the unconformably overlying Hutouling Formation, which is interpreted as Mesoproterozoic. GPS coordinates are for the base of the section (Site 21LD330), where the lowermost Daposhan Formation samples were collected. Major element compositions were measured for a subset of samples (data not included in spreadsheet). 

This section has a higher sampling density than the Northern Fanhe Basin section, and stratigraphic carbon isotope trends in both sections are virtually identical; assigning to a higher priority level."
1,Babarmal,Asia,India,Lower Aravalli Group,Aravalli Supergroup,,Babarmal,Jhamarkotra Formation,,24.4275,73.72205,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,22,TRUE,7,,TRUE,,TRUE,,,,FALSE,Maheshwari et al. (2010),Location estimated from Figure 6 of Maheshwari et al. (2010).
3,Bari_Talab,Asia,India,Lower Aravalli Group,Aravalli Supergroup,,Bari Talab,Jhamarkotra Formation,,24.6189,73.63954,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,8,TRUE,,,TRUE,,TRUE,,,,FALSE,Maheshwari et al. (2010),"Maheshwari et al. (2010) suggested stratigraphic order of sections, from base to top, is: Bari Talab --> Ismal --> Babamal. However, not combining sections since this correlation is uncertain. Approximate location extracted from Figure 6 of Maheshwari et al. (2010)."
1,BD (Umra-Jampa),Asia,India,Lower Aravalli Group,Aravalli Supergroup,,Umra-Dedkiya,Jhamarkotra Formation,,24.50029392,73.79007967,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,25,TRUE,13,,TRUE,,TRUE,,,,FALSE,Goswami et al. (2023),"Coordinates extracted from map. Paper also includes trace element, TOC, and Ce anomaly data for a subset of samples (not recorded in database). Authors interpret the Umra sections (BD and base of UM) as older (early Lomagundi, when d13C is lower and punctuated by negative excursions) than the Matoon sections (when d13C is higher and consistently elevated); see their Figure 8 for proposed intrabasinal correlation. UM is interpreted to span more time than BD; both contain negative excursions in the lower part, but d13C values are somewhat different. Note two dissimilar d13C measurements (-4.1 and 2.6 permil) at base of section. "
4,Dakankotra,Asia,India,Lower Aravalli Group,Aravalli Supergroup,,Dakankotra,Jhamarkotra Formation,,24.458972,73.704417,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,15,TRUE,,,TRUE,,TRUE,,,,FALSE,Papineau et al. (2013),In the 'Phosphate domain'  of Papineau et al. (2013). Note that sample DK0808 (black shale with anomalously low d13C) has been excluded. 
3,Dugocha,Asia,India,Lower Aravalli Group,Aravalli Supergroup,,Dugocha,Jhamarkotra Formation,,23.950583,74.258556,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,9,TRUE,,,TRUE,,TRUE,,,,FALSE,Papineau et al. (2013),In the 'Non-phosphate domain'  of Papineau et al. (2013). Note that section contains duplicate samples from the same stratigraphic height. 
3,Ghasiar,Asia,India,Lower Aravalli Group,Aravalli Supergroup,,Ghasiar,Jhamarkotra Formation,,24.718583,73.632722,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,7,TRUE,,,TRUE,,TRUE,,,,FALSE,Papineau et al. (2013),In the 'Non-phosphate domain'  of Papineau et al. (2013). Note that section contains duplicate samples from the same stratigraphic height. 
3,Ghasiar 2,Asia,India,Lower Aravalli Group,Aravalli Supergroup,,Ghasiar,Jhamarkotra Formation,,24.710583,73.645333,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,10,TRUE,,,TRUE,,TRUE,,,,FALSE,Papineau et al. (2013),In the 'Non-phosphate domain'  of Papineau et al. (2013). Note that section contains duplicate samples from the same stratigraphic height. 
1,GU (Matoon),Asia,India,Lower Aravalli Group,Aravalli Supergroup,,Matoon,Jhamarkotra Formation,,24.52604969,73.7894081,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,32,TRUE,11,,TRUE,,TRUE,,,,FALSE,Goswami et al. (2023),"Coordinates extracted from map. Paper also includes trace element, TOC, and Ce anomaly data for a subset of samples (not recorded in database). Authors interpret the Umra sections (BD and base of UM) as older (early Lomagundi, when d13C is lower and punctuated by negative excursions) than the Matoon sections (when d13C is higher and consistently elevated); see their Figure 8 for proposed intrabasinal correlation. Carbon isotope trend preserved by the MU section is similar to the GU section; GU is stratigraphically thicker and contains more samples (higher priority level)."
1,Iswal,Asia,India,Lower Aravalli Group,Aravalli Supergroup,,Iswal,Jhamarkotra Formation,,24.73067,73.65554,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,21,TRUE,10,,TRUE,,TRUE,,,,FALSE,Maheshwari et al. (2010),Approximate location extracted from Figure 6 of Maheshwari et al. (2010)
3,Jhabua,Asia,India,Lower Aravalli Group,Aravalli Supergroup,,Jhabua,Jhamarkotra Formation,,22.9715,74.426167,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,18,TRUE,,,TRUE,,TRUE,,,,FALSE,Papineau et al. (2013),Note that section contains duplicate samples from the same stratigraphic height. 
1,Jhamarkotra Mine,Asia,India,Lower Aravalli Group,Aravalli Supergroup,,"Jhamarkotra Mine, Blocks B/C",Jhamarkotra Formation,,24.47769,73.83597,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,34,TRUE,4,,TRUE,,TRUE,,,,FALSE,Papineau et al. (2013),Location is general area for Jhamarkotra Mine. Note that section contains duplicate samples from the same stratigraphic height. 
3,Kalaishpuri,Asia,India,Lower Aravalli Group,Aravalli Supergroup,,Kalaishpuri,Jhamarkotra Formation,,24.757917,73.718361,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,5,TRUE,,,TRUE,,TRUE,,,,FALSE,Papineau et al. (2013),In the 'Non-phosphate domain'  of Papineau et al. (2013).
3,Kalaishpuri 2,Asia,India,Lower Aravalli Group,Aravalli Supergroup,,Kalaishpuri,Jhamarkotra Formation,,24.757972,73.715861,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,6,TRUE,,,TRUE,,TRUE,,,,FALSE,Papineau et al. (2013),In the 'Non-phosphate domain'  of Papineau et al. (2013).
3,Kaleda,Asia,India,Lower Aravalli Group,Aravalli Supergroup,,Kaleda,Jhamarkotra Formation,,24.847889,74.675556,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,11,TRUE,,,TRUE,,TRUE,,,,FALSE,Papineau et al. (2013),In the 'Non-phosphate domain'  of Papineau et al. (2013). Note that section contains duplicate samples from the same stratigraphic height. 
3,Kanpur,Asia,India,Lower Aravalli Group,Aravalli Supergroup,,Kanpur,Jhamarkotra Formation,,24.546861,73.770222,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,9,TRUE,,,TRUE,,TRUE,,,,FALSE,Papineau et al. (2013),In the 'Phosphate domain'  of Papineau et al. (2013). Note that section contains duplicate samples from the same stratigraphic height. 
3,Karouli,Asia,India,Lower Aravalli Group,Aravalli Supergroup,,Karouli,Jhamarkotra Formation,,24.880389,73.752972,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,5,TRUE,,,TRUE,,TRUE,,,,FALSE,Papineau et al. (2013),In the 'Non-phosphate domain'  of Papineau et al. (2013).
3,Kotharia,Asia,India,Lower Aravalli Group,Aravalli Supergroup,,Kotharia,Jhamarkotra Formation,,24.945667,73.892306,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,10,TRUE,,,TRUE,,TRUE,,,,FALSE,Papineau et al. (2013),In the 'Non-phosphate domain'  of Papineau et al. (2013). Note that section contains duplicate samples from the same stratigraphic height. 
3,MU (Matoon),Asia,India,Lower Aravalli Group,Aravalli Supergroup,,Matoon,Jhamarkotra Formation,,24.52604969,73.7894081,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,30,TRUE,,,TRUE,,TRUE,,,,FALSE,Goswami et al. (2023),"Coordinates extracted from map. Paper also includes trace element, TOC, and Ce anomaly data for a subset of samples (not recorded in database). Authors interpret the Umra sections (BD and base of UM) as older (early Lomagundi, when d13C is lower and punctuated by negative excursions) than the Matoon sections (when d13C is higher and consistently elevated); see their Figure 8 for proposed intrabasinal correlation. Carbon isotope trend preserved by the MU section is similar to the GU section; GU is stratigraphically thicker and contains more sample (higher priority level). "
1,Negadia,Asia,India,Lower Aravalli Group,Aravalli Supergroup,,Negadia,Jhamarkotra Formation,,24.83675,73.765111,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,7,TRUE,5,,TRUE,,TRUE,,,,FALSE,Papineau et al. (2013),In the 'Non-phosphate domain'  of Papineau et al. (2013). Note that section contains duplicate samples from the same stratigraphic height. 
1,Paloda,Asia,India,Lower Aravalli Group,Aravalli Supergroup,,Paloda,Jhamarkotra Formation,,23.760583,74.20025,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,7,TRUE,3,,TRUE,,TRUE,,,,FALSE,Papineau et al. (2013),In the 'Non-phosphate domain'  of Papineau et al. (2013). Note that section contains duplicate samples from the same stratigraphic height. 
3,Rabcha,Asia,India,Lower Aravalli Group,Aravalli Supergroup,,Rabcha,Jhamarkotra Formation,,24.911556,73.80575,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,9,TRUE,,,TRUE,,TRUE,,,,FALSE,Papineau et al. (2013),In the 'Non-phosphate domain'  of Papineau et al. (2013). Note that section contains duplicate samples from the same stratigraphic height. 
3,Rama-06,Asia,India,Lower Aravalli Group,Aravalli Supergroup,,Rama,Jhamarkotra Formation,,24.736528,73.714833,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,7,TRUE,,,TRUE,,TRUE,,,,FALSE,Papineau et al. (2013),In the 'Non-phosphate domain'  of Papineau et al. (2013). Note that section contains duplicate samples from the same stratigraphic height. 
3,Rama-08,Asia,India,Lower Aravalli Group,Aravalli Supergroup,,Rama,Jhamarkotra Formation,,24.728917,73.667306,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,8,TRUE,,,TRUE,,TRUE,,,,FALSE,Papineau et al. (2013),In the 'Non-phosphate domain'  of Papineau et al. (2013); using coordinates for base of section (sample RM0801). Note that section contains duplicate samples from the same stratigraphic height. 
3,Sallopat,Asia,India,Lower Aravalli Group,Aravalli Supergroup,,Sallopat,Jhamarkotra Formation,,23.176861,74.151778,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,10,TRUE,,,TRUE,,TRUE,,,,FALSE,Papineau et al. (2013),In the 'Phosphate domain'  of Papineau et al. (2013). Note that section contains duplicate samples from the same stratigraphic height. 
3,Udaipur Valley,Asia,India,Lower Aravalli Group,Aravalli Supergroup,,Udaipur Valley,Jhamarkotra Formation,,24.663556,73.725917,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,4,TRUE,,,TRUE,,TRUE,,,,FALSE,Papineau et al. (2013),In the 'Phosphate domain'  of Papineau et al. (2013). Note that section contains duplicate samples from the same stratigraphic height. 
1,UM (Umra-Dedkiya),Asia,India,Lower Aravalli Group,Aravalli Supergroup,,Umra-Dedkiya,Jhamarkotra Formation,,24.51017635,73.7727411,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,96,TRUE,32,,TRUE,,TRUE,,,,FALSE,Goswami et al. (2023),"Coordinates extracted from map. Paper also includes trace element, TOC, and Ce anomaly data for a subset of samples (not recorded in database). Authors interpret the Umra sections (BD and base of UM) as older (early Lomagundi, when d13C is lower and punctuated by negative excursions) than the Matoon sections (when d13C is higher and consistently elevated); see their Figure 8 for proposed intrabasinal correlation. UM is interpreted to span more time than BD; both contain negative excursions in the lower part, but d13C values are somewhat different. "
1,Umra,Asia,India,Lower Aravalli Group,Aravalli Supergroup,,Umra,Jhamarkotra Formation,,24.514389,73.779194,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,9,TRUE,4,,TRUE,,TRUE,,,,FALSE,Papineau et al. (2013),In the 'Non-phosphate domain'  of Papineau et al. (2013). Note that section contains duplicate samples from the same stratigraphic height. 
1,TDH-01,Australia,Australia,Tooloo Group,Earaheedy Basin,Earaheedy Basin,,Sweetwater Wells Dolomite,,-25.6850000,120.6633333,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,68,TRUE,6,,TRUE,Extracted from figures,TRUE,,,,FALSE,Lindsay and Brasier (2002),"Data extracted from figures. This core penetrates the lower Yelma Formation, while TDH-26 and TDH-26 cover the upper Yelma Formation; however, superposition is not enforced in the inference (and exact stratigraphic relationship between the cores is unknown).  Note that the stratigraphy of the Earaheedy Basin has been revised, including elevation of the Sweetwaters Well Dolomite from a member of the Yelma Formation to its own formation (Occhipinti et al. 2017). "
1,TDH-26,Australia,Australia,Tooloo Group,Earaheedy Basin,Earaheedy Basin,,Sweetwater Wells Dolomite,,-25.5983333,120.6650000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,52,TRUE,14,,TRUE,Extracted from figures,TRUE,,,,FALSE,Lindsay and Brasier (2002),"Data extracted from figures. Penetrates the upper Yelma Formation; overlaps with TDH-28. Note that the stratigraphy of the Earaheedy Basin has been revised, including elevation of the Sweetwaters Well Dolomite from a member of the Yelma Formation to its own formation (Occhipinti et al. 2017). "
3,TDH-28,Australia,Australia,Tooloo Group,Earaheedy Basin,Earaheedy Basin,,Sweetwater Wells Dolomite,,-25.6483333,120.6516667,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,32,TRUE,,,TRUE,Extracted from figures,TRUE,,,,FALSE,Lindsay and Brasier (2002),"Data extracted from figures. Penetrates the upper Yelma Formation; overlaps with TDH-26. Assigning to low priority level since carbon isotope stratigraphy is similar, and the minimum age constraint for this formation comes directly from the TDH-26 core. Note that that stratigraphy of the Earaheedy Basin has been revised, including elevation of the Sweetwaters Well Dolomite from a member of the Yelma Formation to its own formation (Occhipinti et al. 2017). "
3,DDH86WRL1 ,Australia,Australia,Hamersley Group,Mount Bruce Supergroup,,Range Gorge,Wittenoom Formation,,-22.1961667,118.2111667,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,28,TRUE,,,TRUE,Extracted from figures,TRUE,,,,FALSE,Lindsay and Brasier (2002),Data extracted from figures. Deep-ramp time-equivalent to the Carawine Dolomite (see DDH88BG5 section notes). 
1,DDH88BG5,Australia,Australia,Hamersley Group,Mount Bruce Supergroup,,Billy Goat Bore drill core DDH88BG5,Carawine Dolomite,,-22.25,120.6,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,61,TRUE,14,,TRUE,Extracted from figures,TRUE,,,,FALSE,Lindsay and Brasier (2002),"Data extracted from Figure 3. The Carawine Dolomite is only exposed in the NE part of the Hamersley Basin, where the Hamersley Group is thinner than in the depocenter; in the middle of the basin, the Paraburdoo Member of the Wittenoom Formation is exposed. The Carawine Dolomite is shallow-marine with stromatolites and occasionally evaporitic/subaerial conditions, while the Paraburdoo Member of the Wittenoom Formation is a deep-ramp setting. Lindsay and Brasier (2002) suggest that the Carawine Dolomite and the Paraburdoo Member of the Wittenoom Formation ""formed part of a single deposition setting in which carbonates were generated in a proximal setting along the shallower northeastern margin of the basin (Carawine Platform) and dispersed to the southwest from the platform towards a prograding ramp in the deeper-water, rapidly subsiding main depocentre of the basin (Paraburdoo Member)"". Conformably overlies either the Mara Mamba Iron Formation or the underlying Jeerinah Formation, suggesting the Mara Mamba Iron formation laps out or laterally interfingers with the upper Jeerinah Formation towards the basin margin (Lindsay and Brasier, 2002)"
4,Duck Creek Dolomite - Lindsay and Brasier (2002),Australia,Australia,Wyloo Group,Mount Bruce Supergroup,,,Duck Creek Dolomite,,-22.4966667,119.3166667,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,20,TRUE,,,TRUE,Extracted from figures,TRUE,,,,TRUE,Lindsay and Brasier (2002),Stratigraphically above the Wooly Dolomite. Including in the Wyloo Group Composite section to enforce superposition between formations. 
4,Duck Creek Dolomite - Wilson et al. (2010),Australia,Australia,Wyloo Group,Mount Bruce Supergroup,,Duck Creek Gorge,Duck Creek Dolomite,,-22.4833330,116.3194440,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,417,TRUE,,,TRUE,,TRUE,,,,FALSE,Wilson et al. (2010),"Stratigraphically above the Wooly Dolomite. Section F is a local slumped/brecciated unit; excluding samples. Higher sampling resolution than the Lindsay and Brasier (2002) section; however, prioritizing the lower-resolution section (to reduce computational cost) since this succession was deposited significnatly after the end of the Lomagundi excursion. "
4,Duck Creek Syncline,Australia,Australia,Turee Creek Group,Mount Bruce Supergroup,,Duck Creek Syncline,Kungarra Formation,,-22.4326550,116.4627032,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,27,TRUE,,,TRUE,,TRUE,,,,TRUE,Bekker et al. (2020) , GPS coordinates are for lowermost sample. Heights given in meters above base of the lower siliclastic-carbonate member of the Kungarra Formation. Included in Turee Creek Composite section. 
1,FVD1A,Australia,Australia,Hamersley Group,Mount Bruce Supergroup,,,Wittenoom Formation,Paraburdoo Member,-23.1166667,119.9666667,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,54,TRUE,3,,TRUE,Extracted from figures,TRUE,,,,FALSE,Lindsay and Brasier (2002),"Data extracted from figures. Deep-ramp time-equivalent to the Carawine Dolomite (see DDH88BG5 section notes). Assigning to high priority level since this core definitely penetrates the Paraburdoo Member (member not specified in other cores), which allows use of a minimum age constraint from the overlying Bee Gorge Member. Other Wittenoom Formation cores also preserve similar carbon isotope trends."
3,FVG-1,Australia,Australia,Hamersley Group,Mount Bruce Supergroup,,Ilbiana,Wittenoom Formation,,-22.5500000,119.5000000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,55,TRUE,,,TRUE,Extracted from figures,TRUE,,,,FALSE,Lindsay and Brasier (2002),Data extracted from figures. Deep-ramp time-equivalent to the Carawine Dolomite (see DDH88BG5 section notes). 
4,Hardey Syncline,Australia,Australia,Turee Creek Group,Mount Bruce Supergroup,,Hardey Syncline,Kazput Formation,,-22.90507245,116.9576024,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,13,TRUE,,,TRUE,,TRUE,,,,TRUE,Bekker et al. (2020) ,"GPS coordinates are for lowermost sample. Heights given in meters above base of the Kazput Formation. Depositional environment for each sample assigned based on descriptions of the lower/upper sequences in the text, stratigraphic columns, and position in shallowing-upward packages. Included in the Turee Creek Composite section. "
4,Horseshoe Creek,Australia,Australia,Turee Creek Group,Mount Bruce Supergroup,,Horseshoe Creek,Kungarra Formation,,-22.8366667,116.8350000,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,82,TRUE,,,TRUE,,TRUE,,,,FALSE,Martindale et al. (2015),"Location from Lindsay and Brasier (2002). Composite section includes HC1, HC2, and HC3; sections are hung on HC3 (most of HC1 is not correlated; excluding associated samples). Measured section is stratigraphically below the Meteorite Bore Member. Assigning section to a low priority level because Martindale et al. (2015) interpret unusually negative and highly variable carbon isotope values (up to 2 permil variability within individual samples, and up to 4 permil variability within individual stratigraphic horizons) as evidence of diagenesis."
4,K1,Australia,Australia,Turee Creek Group,Mount Bruce Supergroup,,,Kazput Formation,,-22.89749,116.9998,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,82,TRUE,,,TRUE,,TRUE,,,,FALSE,Martindale et al. (2015),"Martindale et al. (2015) notes a 0 to 0.6 permil difference in d13C between light and dark laminae in different layers. Extracted location from map (Fig. 1). If included in the inference, ensure that superposition with Kungarra Formation is enforced."
4,K2A,Australia,Australia,Turee Creek Group,Mount Bruce Supergroup,,,Kazput Formation,,-22.8945,116.9759,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,19,TRUE,,,TRUE,,TRUE,,,,FALSE,Martindale et al. (2015),"Location extracted from map (Figure 1). Martindale et al. (2015) notes minimal difference between light and dark laminae.  If included in the inference, ensure that superposition with Kungarra Formation is enforced."
4,K2A2,Australia,Australia,Turee Creek Group,Mount Bruce Supergroup,,,Kazput Formation,,-22.8945,116.9759,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,7,TRUE,,,TRUE,,TRUE,,,,FALSE,Martindale et al. (2015),Location extracted from map (Figure 1).  Do not include without enforcing superposition with any Kungarra Formation sections. 
4,K2B+K2C,Australia,Australia,Turee Creek Group,Mount Bruce Supergroup,,,Kazput Formation,,-22.8945,116.9759,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,92,TRUE,,,TRUE,,TRUE,,,,FALSE,Martindale et al. (2015),"Location extracted from map (Figure 1). Note duplicate samples at each height from stromatolite and component sub-sampling (D and L are dark vs. light laminae).  If included in the inference, ensure that superposition with Kungarra Formation is enforced."
4,Mt. Wall,Australia,Australia,Turee Creek Group,Mount Bruce Supergroup,,Duck Creek Syncline,Kungarra Formation,,-22.7819869,116.7267687,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,3,TRUE,,,TRUE,,TRUE,,,,FALSE,Bekker et al. (2020) ,"Heights in meters above top of Meteorite Bore Member. Using GPS coordinates for lowermost sample. If included in the inference, ensure that superposition with Kazput Formation is enforced."
